activation_date,latitude,longitude,gym,lift,swimming_pool,negotiable,property_size,property_age,bathroom,cup_board,floor,total_floor,balconies,rent,type_BHK1,type_BHK2,type_BHK3,type_BHK4,type_BHK4PLUS,type_RK1,lease_ANYONE,lease_BACHELOR,lease_COMPANY,lease_FAMILY,fur_FULLY_FURNISHED,fur_NOT_FURNISHED,fur_SEMI_FURNISHED,parking_BOTH,parking_FOUR_WHEELER,parking_NONE,parking_TWO_WHEELER,face_E,face_N,face_NE,face_NW,face_S,face_SE,face_SW,face_W,water_BOREWELL,water_CORPORATION,water_CORP_BORE,building_AP,building_GC,building_IF,building_IH,"""INTERNET""","""AC""","""CLUB""","""INTERCOM""","""POOL""","""CPA""","""FS""","""SERVANT""","""SECURITY""","""SC""","""GP""","""PARK""","""RWH""","""STP""","""HK""","""PB""","""VP"""
23-09-2017 12:29,12.91819373,77.6021352,0,0,0,1,900,10,1,0,1,2,0,21000,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
30-07-2017 12:36,12.93411097,77.56146658,0,0,0,1,1000,6,2,3,3,4,1,19000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
19-05-2018 11:13,12.9802374,77.6060408,0,1,0,1,1200,20,2,2,1,4,2,30000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
17-07-2018 16:59,12.99957125,77.6095234,0,0,0,0,700,1,1,0,2,3,1,12000,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
13-11-2017 21:46,12.90419369,77.59536595,0,0,0,1,750,3,1,2,3,3,0,8500,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
22-12-2017 18:17,12.90436459,77.70708466,1,1,1,0,1272,2,2,3,10,12,2,25000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
10-09-2017 12:40,12.91483567,77.51780344,0,1,0,0,1000,10,2,3,1,3,1,12700,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
13-04-2018 19:25,12.94919012,77.70113776,0,1,0,1,1200,5,2,2,4,4,2,23000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
21-08-2017 15:00,12.91093929,77.61499239,0,0,0,1,1200,10,1,2,1,2,2,20000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
26-03-2018 18:00,12.90554971,77.65005758,0,0,0,1,600,6,1,2,2,3,1,14000,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
18-07-2018 14:28,12.9995539,77.5576303,0,0,0,1,780,1,1,2,3,4,1,16500,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-05-2018 14:09,12.979678,77.50565456,0,0,0,1,1500,5,3,3,0,2,0,18000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
16-04-2018 14:23,12.97643276,77.62619648,0,1,0,1,1000,6,2,2,2,3,1,25000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
22-07-2017 11:44,12.9282395,77.6703572,1,1,0,0,1625,8,3,3,1,4,2,26000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
10-09-2017 15:41,12.94110103,77.56069657,0,0,0,1,500,15,1,1,1,3,1,9500,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-04-2018 09:58,12.99287534,77.67874432,0,0,0,0,550,0,1,1,1,2,1,9000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
23-12-2017 19:57,12.93888903,77.63068799,0,0,0,1,270,9,1,3,3,3,1,10250,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
02-05-2018 21:11,12.95255514,77.72063391,1,1,0,0,1800,10,3,4,2,2,1,32000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
28-07-2018 16:09,12.971159,77.6369026,0,0,0,1,500,5,1,1,1,3,1,13000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
13-10-2017 12:02,12.9316197,77.6977063,1,1,0,1,1120,4,2,5,2,4,1,22000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
13-07-2018 17:45,12.9562689,77.6982203,0,1,0,0,450,0,1,1,3,5,1,27000,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
04-12-2018 19:08,12.98258319,77.74672512,1,1,0,0,770,5,2,1,1,4,1,23000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
06-09-2018 17:03,12.9266218,77.6948824,1,1,1,1,1610,1,2,3,4,4,3,27000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
16-02-2018 22:30,12.97025399,77.63043737,0,0,0,1,1200,0,1,2,2,3,0,15000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
18-07-2018 21:45,12.97768593,77.76934052,1,1,1,1,1080,0,2,2,1,5,1,16000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
06-12-2018 10:34,12.99526787,77.6664825,0,0,0,1,600,4,1,1,1,3,0,10500,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
19-11-2017 11:03,12.90266033,77.58244548,0,0,0,1,700,6,1,1,3,3,1,9000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
05-06-2018 10:44,12.98527718,77.7514267,1,1,1,1,1839,2,3,3,4,19,2,34000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
20-02-2018 22:09,12.9088733,77.7056981,1,1,0,1,1450,3,2,3,2,5,1,23000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
29-10-2017 14:46,12.92926406,77.50805435,0,0,0,1,1200,3,3,1,1,3,1,10000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
10-06-2017 16:58,12.94172812,77.61582615,1,0,0,1,500,4,1,1,1,4,1,16000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-02-2018 19:18,12.91735174,77.63203,0,0,0,1,600,0,2,2,2,3,0,18000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
24-06-2018 22:55,12.91662951,77.61221768,0,0,0,1,525,9,1,0,0,1,0,10000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-07-2018 15:21,12.93749681,77.54977867,0,0,0,1,1300,10,2,2,1,1,2,25000,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
29-03-2018 16:56,12.9803047,77.6759144,1,1,1,1,1165,10,1,4,2,4,2,19000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
06-11-2018 17:48,12.96013379,77.74672531,0,0,0,0,1910,0,3,3,0,18,2,45000,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
31-07-2017 18:39,12.91931733,77.63747937,0,0,0,1,650,6,2,2,2,2,0,13500,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-01-2017 20:33,12.95765127,77.64351334,0,0,0,1,650,0,1,1,4,4,0,12000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
27-01-2018 15:56,12.99753536,77.54594531,0,0,0,1,1000,15,2,0,0,1,0,14000,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-10-2017 16:52,12.9195451,77.684809,1,1,1,0,2145,0,4,4,1,11,2,45000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
16-01-2018 11:50,12.98776371,77.55563513,0,1,0,1,1375,3,3,2,2,4,0,32000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
01-04-2018 14:28,12.93342096,77.60785897,0,1,0,0,1000,7,2,6,2,4,2,24000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-11-2017 13:52,12.95442428,77.65317881,0,0,0,0,600,10,1,1,0,3,0,8000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
17-09-2017 21:20,12.9391021,77.7376639,0,0,0,1,1200,1,2,2,11,13,1,25000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
19-12-2017 09:52,12.9066754,77.6308584,0,1,0,1,2214,1,3,3,2,4,2,41000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
21-02-2018 14:00,12.9520393,77.7208853,0,0,0,0,1000,2,2,2,4,4,2,18000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
10-03-2017 17:47,12.92206887,77.5880456,0,0,0,1,500,0,2,0,3,4,0,15000,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-11-2017 10:43,12.94678013,77.57453627,0,1,0,0,1500,0,3,3,3,3,2,30000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
25-06-2018 22:37,12.9734973,77.682333,0,0,0,1,1900,0,4,3,0,6,2,36000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-02-2018 17:44,12.96196089,77.64661023,0,1,0,0,1275,9,2,3,4,5,2,27000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
26-07-2018 16:25,12.91384801,77.61280408,0,1,0,0,1100,10,2,8,1,3,2,20000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-06-2018 13:45,12.9117348,77.6037301,0,0,0,0,800,15,2,2,1,1,1,19500,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
24-02-2018 19:12,12.96872292,77.58146213,0,0,0,1,500,34,1,0,2,4,1,12000,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
04-03-2018 11:58,12.90621043,77.67682446,0,0,0,1,1000,4,1,2,0,4,0,15000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
31-01-2018 13:00,12.90154839,77.53827504,0,0,0,1,800,1,2,2,2,3,0,8500,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-08-2018 20:56,12.94287767,77.59955633,0,0,0,1,450,10,1,1,1,3,1,12000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
11-12-2017 10:58,12.9288851,77.56419161,0,0,0,0,900,8,1,2,1,1,2,11500,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
23-01-2018 17:06,12.99235663,77.72126331,1,1,1,1,1085,5,2,2,4,4,2,23000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
12-04-2017 16:04,12.99216256,77.56641261,0,0,0,1,500,15,1,0,0,1,1,10000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-07-2018 19:44,12.9719166,77.7042979,1,1,1,0,1157,1,2,2,2,5,2,23000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
02-11-2018 19:40,12.9433038,77.54245477,0,0,0,1,500,0,1,1,2,2,0,9500,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-08-2018 14:21,12.9940136,77.7156982,1,1,1,0,1930,3,2,3,7,13,2,26000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
12-11-2017 15:43,12.90959691,77.60624353,0,0,0,1,1600,10,2,4,0,1,1,24000,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
31-05-2018 18:08,12.92334,77.555676,0,0,0,1,1100,10,2,2,0,2,1,15000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
22-10-2017 16:45,12.99418617,77.66666654,0,0,0,1,1150,15,2,2,2,4,2,17000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
20-11-2017 17:33,12.90000806,77.65415174,0,1,0,0,815,7,2,2,3,4,0,22000,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
19-10-2017 19:50,12.97568955,77.64011402,0,0,0,1,750,10,1,2,2,2,1,19500,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-12-2018 15:49,12.97379609,77.64091573,0,1,0,1,1300,10,2,3,4,5,2,39000,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
17-05-2018 17:43,12.9085986,77.67973474,1,1,0,1,1160,6,2,2,2,2,1,19000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-03-2018 14:55,12.90973559,77.62195824,0,0,0,0,600,1,1,1,0,2,0,8500,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
16-06-2018 16:44,12.9188263,77.56873898,0,0,0,1,1200,8,2,4,1,3,0,18000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
01-04-2018 15:54,12.907134,77.6069263,0,1,0,1,1030,8,2,2,1,4,1,20000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
06-11-2018 16:19,12.90869614,77.61050952,0,0,0,0,1654,5,2,6,1,3,1,25000,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
11-11-2017 19:29,12.96424773,77.75836055,0,1,0,0,1107,2,2,2,2,4,2,18500,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
04-01-2018 15:56,12.9168291,77.6738171,0,1,0,0,1380,0,2,3,0,4,1,29000,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
01-09-2018 19:34,12.96861936,77.67286307,0,0,0,1,600,9,1,3,1,2,1,9700,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-07-2018 19:04,12.9176504,77.52061935,0,0,0,1,1000,10,1,2,0,2,1,13000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-04-2018 21:10,12.90718265,77.58461855,0,0,0,1,300,10,1,1,2,2,1,9000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
31-12-2017 18:41,12.93058751,77.55293788,0,0,0,1,750,0,2,0,2,3,0,13000,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
18-06-2018 17:37,12.91941012,77.54214562,0,0,0,0,1100,4,2,0,0,3,1,9000,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-08-2018 22:41,12.90634858,77.59821837,0,0,0,1,900,10,2,2,0,1,0,16000,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
31-08-2017 12:23,12.99697308,77.72032543,0,0,0,1,1100,2,2,6,1,4,1,16000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
29-06-2018 20:03,12.97159119,77.62742041,0,0,0,1,2400,10,2,5,0,3,0,50000,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
02-09-2018 10:36,12.94701548,77.6247563,0,0,0,0,800,8,1,1,2,4,0,8000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
03-11-2018 09:58,12.9239553,77.6753106,1,1,1,1,1205,13,2,0,0,4,3,27000,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
06-05-2018 22:51,12.91804921,77.6735165,1,1,1,1,2900,7,4,3,1,10,1,47000,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
01-02-2018 17:01,12.94844688,77.71337922,0,0,0,0,800,5,1,2,2,3,0,15000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
07-05-2018 15:18,12.96785421,77.67195069,0,0,0,1,650,5,1,0,1,1,1,9000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-06-2018 11:52,12.96832328,77.67931602,0,0,0,1,1200,2,2,2,0,1,0,16000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
24-04-2018 15:27,12.91272245,77.65257329,0,0,0,1,1500,4,3,3,0,1,0,35000,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
28-06-2018 11:59,12.9149458,77.6053733,0,0,0,1,300,5,1,1,0,3,1,8500,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
14-07-2018 17:07,12.96211123,77.61474368,0,0,0,1,650,3,1,0,3,3,1,10500,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0
